Assignment 1,Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Date,Change,,grade,Source Points,Early/Late,Weighted Grade,ScanStringTestSuite:ScanString functions correctly,ScanningIteratorSuite:Scanning Iterator,MultipleTokenSuite:Can process multiple tokens,InvalidCharacterSuite:Handles Invalid Characters,TerminatesWithStartingPeriodSuite:Terminating period forms complete line,IndexOfNotTestSuite:IndexOfNot functions correctly,IndexOfTestSuite:IndexOf functions correctly,TerminatesWithPeriodLineSuite:Handles Space After Period,SingleTokenSuite:Can process a single token,VariableSpaceSuite:Handles Variable Spaces,Required Methods Called in Main or Iterator,IndexOf  Called in Iterator,indexOfNot Called in Main,IndexOfNot Called in Iterator,Iterator Methods Called in Main,Screenshots enclosed,Screenshots show tests,Illegal import or call,ScanStringTestSuite:ScanString functions correctly,ScanningIteratorSuite:Scanning Iterator,MultipleTokenSuite:Can process multiple tokens,InvalidCharacterSuite:Handles Invalid Characters,TerminatesWithStartingPeriodSuite:Terminating period forms complete line,IndexOfNotTestSuite:IndexOfNot functions correctly,IndexOfTestSuite:IndexOf functions correctly,TerminatesWithPeriodLineSuite:Handles Space After Period,SingleTokenSuite:Can process a single token,VariableSpaceSuite:Handles Variable Spaces,Required Methods Called in Main or Iterator,IndexOf  Called in Iterator,indexOfNot Called in Main,IndexOfNot Called in Iterator,Iterator Methods Called in Main,Screenshots enclosed,Screenshots show tests,Illegal import or call
0,Sat Sep 17 13:54:59 EDT 2016,148.5,,148.5,,1.05,156.45000000000002,7.5,30.0,30.0,5.0,5.0,5.0,18.0,5.0,10.0,5.0,10.0,5.0,0.0,3.0,10.0,0.0,Screenshots show tests                                 %.1f / 10.0,0.0,,,,,,,,,,,,,,,,,,
1,Sat Sep 17 14:02:23 EDT 2016,0.0,,148.5,,1.05,156.45000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sat Sep 17 14:25:26 EDT 2016,12.5,,161.0,,1.05,169.05,15.0,30.0,30.0,10.0,5.0,5.0,18.0,5.0,10.0,5.0,10.0,5.0,0.0,3.0,10.0,0.0,Screenshots show tests                                 %.1f / 10.0,0.0,,,,,,,,,,,,,,,,,,
3,Sat Sep 17 14:28:40 EDT 2016,0.0,,161.0,,1.05,169.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Thu Sep 22 10:19:33 EDT 2016,-45.0,,116.0,,1.05,121.8,0.0,0.0,30.0,10.0,5.0,5.0,18.0,5.0,10.0,5.0,10.0,5.0,0.0,3.0,10.0,0.0,Screenshots show tests                                 %.1f / 10.0,0.0,,,,,,,,,,,,,,,,,,
5,Thu Sep 22 10:30:16 EDT 2016,45.0,,161.0,,1.05,169.05,15.0,30.0,30.0,10.0,5.0,5.0,18.0,5.0,10.0,5.0,10.0,5.0,0.0,3.0,10.0,0.0,Screenshots show tests                                 %.1f / 10.0,0.0,,,,,,,,,,,,,,,,,,
6,Thu Sep 22 10:31:24 EDT 2016,0.0,,161.0,,1.05,169.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Thu Sep 22 11:18:42 EDT 2016,0.0,,161.0,,1.05,169.05,15.0,30.0,30.0,10.0,5.0,5.0,18.0,5.0,10.0,5.0,10.0,5.0,0.0,3.0,10.0,0.0,Screenshots show tests                                 %.1f / 10.0,0.0,,,,,,,,,,,,,,,,,,
8,Thu Sep 22 11:19:34 EDT 2016,0.0,,161.0,,1.05,169.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
